BookTitle,Work Order Status,,,,,,,,,,,,,,,,,,,,,,,,
"Understanding Abnormal Behavior, 12th Edition",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
100 Ideas That Changed Graphic Design,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Visual Communication Design An Introduction to Design Concepts in Everyday Experience,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Meggs' History of Graphic Design,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Vander's Human Physiology,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Influence, New and Expanded: The Psychology of Persuasion",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Persuasion: Integrating Theory, Research, and Practice 4/e",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Strategic Writing: Multimedia Writing for Public Relations, Advertising and More",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
FASHION BY DESIGN,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Story and Its Writer An Introduction to Short Fiction,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Biomechanics of Musculoskeletal Injury - 2nd Edition,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Modern Marketing Principles and Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Modern Marketing Principles and Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Modern Marketing Principles and Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Modern Marketing Principles & Mimic Marketing Principles & Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Modern Marketing Principles & Mimic Marketing Principles & Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Experimental Organic Chemistry for Miami University Oxford,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Bundle: Print text and Cirrus for Marquee Series - Microsoft Office 365,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Body Papers: A Memoir ( Restless Books Prize for New Immigrant W ),Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Trauma and Recovery,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
First They Killed My Father: A Daughter of Cambodia Remembers,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Ordinary Men,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Gates of Europe A History of Ukraine,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Minor Feelings An Asian American Reckoning,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Comic Toolbox,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Medea and Her Children,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Contrase?a: Your Password to Foundational Spanish 4.0,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
The New Teacher Book,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate Accounting,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"Anna Banti Artemisia, trans. by Shirley D'Ardia Caracciolo, Lincoln 2003",Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
"Anna Banti Artemisia, trans. by Shirley D'Ardia Caracciolo, Lincoln 2003",Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Italian Americans in Film,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Squirrel Girl Goes to College: A Squirrel Girl Play,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Theatre for Young Audiences 20 Great Plays for Children,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
With Two Wings,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
"The Lion, the Witch & the Wardrobe: One Act - Two Character",Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
North Star (code: N47000),Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Teaching Disco Square Dancing to Our Elders: A Class Presentation,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
The Wrestling Season,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Gym Climbing,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Homeric Hymns,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Homeric Hymns,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Universal Principles of Design, Revised and Updated : 125 Ways to Enhance Usability, Influence Perce",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Foodservice Management Principles and Practices,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Digital Marketing Essentials (Unlimited Use),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Organizational Behavior: Managing People and Organizations,Completed - 01 Prep: VitalSource Referral,,,,,,,,,,,,,,,,,,,,,,,,
Invisible Women Data Bias in a World Designed for Men,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Three 15-min. Boomalang conversations,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
MyMathLab -- Standalone Access Card (1 Year or Course Duration),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
My Body Politic,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Precedents in Architecture: Analytic Diagrams, Formative Ideas, and Partis, Fourth Edition",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Justice : What's the Right Thing to Do?,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Environmental Science and Sustainability (with Ebook, InQuizitive, What Would You Do? Activities, Videos and Animations)",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Global Aging,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Microeconomics: Principles & Policy,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Biomechanics of Sport and Exercise,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Essential Cell Biology with Ebook, Smartwork5, and Animations",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Mastering Chemistry with eText Stand Alone Access Card for Chemistry: The Central Science for [MIAMI UNIVERSITY OXFORD],Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Miami OH: Loose Leaf Marketing the Core; Connect Access Card,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Financial Management,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Accounting,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Managerial Accounting,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"MyLab Marketing with Pearson eText -- Access Card -- for Consumer Behavior Buying, Having, Being",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Selling: Building Partnerships,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Digital Marketing Essentials (Unlimited Use),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"MindTap for Mankiw's Principles of Macroeconomics, 1 term Printed Access Card",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Essential Environment,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
The Road,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Road,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"The Economics of Money, Banking, and Financial Markets",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"The Craft of Research, Fourth Edition (Chicago Guides to Writing, Editing, and Publishing)",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
TEACH,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"The Economics of Money, Banking, and Financial Markets",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Consumer Behavior and Insights,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"The Economics of Money, Banking, and Financial Markets",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Consumer Behavior and Insights,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal Child Psychology,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal Child Psychology,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"AP Stylebook, 55th Edition 2020-2021",Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
CHM145 Lab Manual W23 Edition,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Loose Leaf for Consumer Behavior,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Looseleaf for Aging and the Life Course,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Investigating Chemistry Introductory Chemistry From A Forensic Science Perspective,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
The Story and Its Writer An Introduction to Short Fiction,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
"Health Equity, Diversity, and Inclusion: Context, Controversies, and Solutions",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINOLOGY AND PUBLIC POLICY,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Microeconomics (COVID-19 Update),Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Augmentative & Alternative Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Loose Leaf for Shigley's Mechanical Engineering Design,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Motor Learning and Performance,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Wood Chemistry,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Relaxation & Stress Reduction Workbook,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Managerial Accounting,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
What's that Sound? An Introduction to Rock and Its History 6th,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
ENVIRONMENTAL GEOLOGY,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Psychiatric Nursing,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Professional Nursing: Concepts & Challenges,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Head First Software Development,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Lewis's Medical-Surgical Nursing: Assessment and Management of Clinical Problems, Single Volume 11th Edition",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Communication Sciences and Disorders: From Science to Clinical Practice,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Developing Clinical Judgment for Professional Nursing and the Next-generation NCLEX-RN Examination,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Statistics for The Behavioral Sciences,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Creative Writing : Four Genres in Brief,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Engineering Economic Analysis,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Armstrong Student Center, 550 E Spring St, Oxford, OH 45056",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
What's that Sound? An Introduction to Rock and Its History 6th,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Strategic Management - MGT 495,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Loose Leaf for Financial Institutions Management,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Police in America,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Marriages, Families, and Relationships: Making Choices in a Diverse Society",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Deaf Culture: Exploring Deaf Communities in the United States,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Broken Ladder,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Norton Anthology of Drama,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Java An Introduction to Problem Solving and Programming,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Classroom Assessment for Student Learning,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Mass Media Research: An Introduction,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"The ABCs of CBM, Second Edition A Practical Guide to Curriculum-Based Measurement",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Essentials of Investments,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Global Aging,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Fashion Industry and Its Careers,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Machine Elements in Mechanical Design,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Finance and Investments,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
MyLab Accounting with Pearson eText -- Access Card -- for Pearson's Federal Taxation 2023 Comprehensive,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
A Black Women's History of the United States,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Experiencing Intercultural Communication: An Introduction,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Project Management: Achieving Competitive Advantage [Rental Edition],Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Real Estate Finance and Investments,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Organizational Behavior Managing People and Organizations,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Theory and Design for Mechanical Measurements,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
The Good Earth: Introduction to Earth Science,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
College Physics: A Strategic Approach,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Television Production,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Preparing Educators to Engage Families,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Principles of Public Speaking,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
RHETORICAL ANALYSIS,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Java An Introduction to Problem Solving and Programming,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Language Disorders from Infancy Through Adolescence,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Microbiology: A Systems Approach,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Loose Leaf for Microeconomics,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Strategic Sport Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Kappa,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
My Body Politic,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Technical Communication,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Big Java Late Objects,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Big Java Late Objects,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Justice : What's the Right Thing to Do?,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Exploring Art A Global, Thematic Approach, Revised",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Loose Leaf for Chemistry in Context,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Anthropology What Does it Mean to Be Human?,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Why Fish Don't Exist A Story of Loss, Love, and the Hidden Order of Life",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Fundamentals of Financial Management, Concise Edition",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
"Building Financial Models, Third Edition: The Complete Guide to Designing, Building, and Applying Projection Models",Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Public Relations Campaigns,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families Stories from Rwanda,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
First They Killed My Father: A Daughter of Cambodia Remembers,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Ordinary Men,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
They Can Live in the Desert but Nowhere Else,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Globalization Reader,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
"Why Fish Don't Exist A Story of Loss, Love, and the Hidden Order of Life",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Land of Open Graves,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
My Body Politic,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Musicians Guide to Theory and Analysis (Loose-leaf w/ print workbook & the anthology),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Think Like a Feminist The Philosophy Behind the Revolution,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Public Speaking An Audience-Centered Approach [RENTAL EDITION],Completed - 04 Dis: Need proof of purchase from student,,,,,,,,,,,,,,,,,,,,,,,,
Principles of Public Speaking,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Principles of Public Speaking,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The 1-page Marketing Plan,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
The Land of Open Graves,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Cengage Unlimited 4 months Access Code,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"MindTap for Clarkson/Miller's Business Law: Text & Cases, 1 term Printed Access Card",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
My Body Politic,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"Intermediate Accounting, Eighteenth Edition WileyPLUS Next Gen Student Package Single Semester Access Code",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Maternal-newborn and Women's Health Nursing,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Foundations of Maternal-newborn and Women's Health Nursing,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
Fundamentals of Financial Management,Completed - 00 Order Fullfilled,,,,,,,,,,,,,,,,,,,,,,,,
The Tale of Genji,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
The Enjoyment of Music Ebook w/ InQuizitive,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
ND MIAMI UNIVERSITY OF OH OXFORD LOOSE LEAF HUMAN BIOLOGY; CONNECT ACCESS CARD,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Miami University of OH Oxford: Connect Access Card for Human Biology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Achieve for Genetics: A Conceptual Approach (1-Term Online Access),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Loose-Leaf Version for Genetics: A Conceptual Approach & Achieve for Genetics: A Conceptual Approach (1-Term Access),Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
College Physics A Strategic Approach Plus Mastering Physics with Pearson eText -- Access Card Package,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Modified Mastering Physics with Pearson eText -- Standalone Access Card -- for College Physics A Strategic Approach,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Navigate 2 Advantage Access for Cleft Palate and Craniofacial Conditions,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
Contemporary Leadership in Sport Organizations 2nd Edition With HKPropel Access,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
The Conscious Closet,Completed - 04 Dis: Complete (Available at Bookshare.org),,,,,,,,,,,,,,,,,,,,,,,,
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"WebAssign for Stewart/Redlin/Watson's Algebra and Trigonometry, 4th Edition [Instant Access], Single-Term",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
"Organic Chemistry, 4e for Miami University ofOxford WileyPLUS Next Gen Card Custom 2 Semesterwith ePub Reg Card and Molecular Model Kit 7e Set",Completed - 04 Dis: Not a textbook- Access Card (E-Text),,,,,,,,,,,,,,,,,,,,,,,,
